ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
5/13/16,11:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
5/6/16,14:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
4/14/16,15:07,$40.00,LOT 15 - JAQUA,NO UO PERMIT,15,Thu
3/11/16,14:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
5/20/16,13:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
2/22/17,14:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/22/17,13:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Wed
2/24/17,8:34,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Fri
2/25/16,8:54,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Thu
3/9/16,14:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
3/9/16,14:23,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
3/9/16,14:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
4/26/16,10:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
4/26/16,10:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
2/15/16,13:16,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
2/15/16,13:11,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Mon
12/8/15,10:45,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Tue
12/8/15,10:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
12/8/15,10:46,$35.00,LOT 15 - JAQUA,NO PERMIT FOR AREA,10,Tue
12/4/15,8:50,$250.00,LOT 15 - JAQUA,ALTERING PERMIT,8,Fri
4/14/16,15:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Thu
4/14/16,15:07,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Thu
4/14/16,15:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Thu
4/19/16,10:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
4/6/16,14:33,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
4/6/16,14:34,$0.00,LOT 15 - JAQUA,BOOT WARNING,14,Wed
4/6/16,14:31,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
1/20/16,14:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
1/20/16,14:54,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
3/9/16,14:22,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
1/20/16,14:52,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
1/20/16,14:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
12/1/15,14:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
2/22/17,13:49,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Wed
2/22/17,13:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Wed
2/22/17,13:52,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Wed
2/22/17,14:49,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/22/17,14:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/22/17,14:51,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/22/17,14:52,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Wed
2/23/17,9:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Thu
2/15/16,13:18,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
1/20/16,14:55,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/15/16,13:20,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
1/20/16,14:56,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/3/16,14:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
1/20/16,14:56,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/3/16,14:52,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/3/16,14:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
12/1/15,14:45,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
12/1/15,14:45,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/20/16,14:58,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
1/7/16,13:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
3/7/16,11:12,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
12/4/15,11:12,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
12/4/15,11:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
1/28/16,11:15,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/15/16,13:07,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Mon
1/7/16,13:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
1/7/16,13:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
12/1/15,14:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
12/1/15,14:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/7/16,13:10,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
1/28/16,14:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
1/7/16,13:12,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
2/11/16,10:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
1/7/16,15:02,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Thu
2/11/16,10:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
2/9/16,13:26,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Tue
2/29/16,14:53,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Mon
1/12/16,10:25,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
12/1/15,14:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
2/3/16,14:55,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/3/16,14:56,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
12/1/15,14:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
12/4/15,11:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
2/15/16,13:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
2/15/16,13:15,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
2/11/16,10:27,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Thu
4/19/16,13:27,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
3/15/16,14:10,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
3/15/16,14:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
8/2/16,11:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
10/19/16,14:51,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
4/19/16,13:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
12/4/15,11:17,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
2/9/16,13:22,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
4/22/16,14:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
5/13/16,11:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
4/22/16,14:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
4/22/16,14:45,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
4/22/16,14:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
2/9/16,13:24,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
1/7/16,15:05,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Thu
1/7/16,15:04,$40.00,LOT 15 - JAQUA,NO UO PERMIT,15,Thu
5/11/16,10:33,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
3/15/16,14:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
2/9/16,13:20,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Tue
1/7/16,15:03,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Thu
5/11/16,10:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
6/6/16,10:47,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
1/17/17,14:49,$35.00,LOT 15 - JAQUA,NO PERMIT FOR AREA,14,Tue
1/17/17,13:43,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Tue
1/17/17,14:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
11/16/16,11:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
1/10/17,10:31,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
1/10/17,10:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
1/17/17,14:47,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/17/17,13:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
2/6/17,13:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
11/16/16,11:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
10/31/16,13:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
10/19/16,14:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
10/19/16,14:55,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Wed
10/21/16,8:59,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Fri
1/10/17,10:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
5/11/16,10:36,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
1/17/17,13:40,$0.00,LOT 15 - JAQUA,NO UO PERMIT - ADA,13,Tue
1/17/17,13:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
1/17/17,13:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
1/10/17,10:35,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Tue
4/13/16,9:15,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Wed
6/24/16,16:17,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Fri
6/24/16,16:19,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Fri
4/13/16,9:17,$35.00,LOT 15 - JAQUA,NO PERMIT FOR AREA,9,Wed
6/24/16,16:21,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Fri
1/26/16,14:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
11/16/16,11:45,$0.00,LOT 15 - JAQUA,BOOT WARNING,11,Wed
11/4/16,9:03,$40.00,LOT 15 - JAQUA,NO UO PERMIT,9,Fri
1/26/16,14:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
10/18/16,13:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
6/29/16,12:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Wed
6/29/16,12:31,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Wed
8/2/16,11:42,$0.00,LOT 15 - JAQUA,NO UO PERMIT,11,Tue
8/2/16,11:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
6/29/16,12:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Wed
11/4/16,9:05,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Fri
3/16/16,16:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,16,Wed
2/6/17,13:15,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
12/2/16,11:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
12/1/16,14:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
12/1/16,14:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
12/1/16,14:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
11/21/16,11:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
11/22/16,10:46,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Tue
11/28/16,11:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
11/18/16,11:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
11/18/16,11:27,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
11/18/16,11:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
11/21/16,11:10,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Mon
11/9/16,11:27,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
11/8/16,13:22,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Tue
11/21/16,11:12,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
11/14/16,15:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Mon
11/15/16,11:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
11/14/16,11:27,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Mon
11/14/16,11:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
11/14/16,15:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Mon
11/17/16,8:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Thu
11/14/16,11:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
11/11/16,11:18,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Fri
11/11/16,11:20,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
11/11/16,11:21,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
11/7/16,10:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
11/4/16,9:07,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Fri
11/2/16,15:18,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Wed
11/2/16,15:22,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Wed
11/1/16,11:18,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
11/1/16,11:20,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
10/31/16,13:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
11/16/16,11:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
10/26/16,10:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
10/26/16,10:38,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
10/26/16,10:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
10/26/16,10:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
10/20/16,14:36,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
10/20/16,14:38,$0.00,LOT 15 - JAQUA,BOOT WARNING,14,Thu
10/20/16,10:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
10/20/16,14:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
11/21/16,14:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
9/9/15,12:45,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Wed
10/18/16,13:36,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
11/14/16,11:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
11/14/16,15:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Mon
11/14/16,15:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Mon
11/15/16,10:52,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
11/9/16,13:57,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Wed
11/9/16,14:00,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Wed
11/9/16,14:01,$50.00,LOT 15 - JAQUA,BOOT FEE,14,Wed
11/9/16,11:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
11/9/16,11:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
11/9/16,11:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
11/8/16,13:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
11/8/16,13:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
11/8/16,13:27,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
11/7/16,10:37,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
11/4/16,14:20,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
11/4/16,14:21,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
11/4/16,11:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
11/7/16,10:35,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
11/7/16,10:36,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
11/4/16,9:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Fri
11/2/16,15:26,$35.00,LOT 15 - JAQUA,IMPROPER PARKING,15,Wed
7/28/16,10:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
10/25/16,14:31,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
10/24/16,14:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
10/20/16,14:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
10/14/16,13:07,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
10/14/16,13:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
10/14/16,13:03,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
10/14/16,13:05,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
10/31/16,13:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Mon
10/27/16,8:37,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Thu
10/26/16,10:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
10/19/16,14:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
10/19/16,14:47,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
10/20/16,10:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
10/20/16,10:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
10/19/16,14:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
10/19/16,14:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
10/26/16,10:48,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Wed
10/13/16,10:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
6/24/16,16:22,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Fri
6/29/16,12:35,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Wed
5/26/16,13:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
5/26/16,13:16,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
10/20/16,14:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
10/13/16,16:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,16,Thu
10/13/16,16:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,16,Thu
10/13/16,10:22,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Thu
10/13/16,10:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
3/1/16,10:36,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
3/16/16,16:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,16,Wed
6/24/16,16:23,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,16,Fri
10/18/16,10:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
10/18/16,10:07,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
10/18/16,13:37,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
10/14/16,13:10,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Fri
8/17/16,11:37,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
7/28/16,10:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
10/11/16,11:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
10/11/16,11:47,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
10/11/16,11:45,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
10/11/16,11:45,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Tue
6/29/16,12:33,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Wed
5/12/16,10:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
