ISSUE_DATE,ISSUE_TIME,FINE_AMOUNT,TICKET_LOCATION_STREET,VIOLATION DESCRIPTION,TIME,DOW
6/6/16,14:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
10/13/16,10:48,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Thu
3/1/16,10:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
3/1/16,10:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
1/21/16,11:49,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
1/21/16,11:51,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
11/3/15,9:01,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
9/18/15,8:25,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Fri
1/26/16,14:52,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/21/16,11:55,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
3/16/16,16:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,16,Wed
1/21/16,11:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
1/21/16,11:50,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Thu
1/21/16,11:54,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Thu
8/5/16,11:24,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
8/5/16,11:22,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
8/2/16,11:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
7/13/16,14:15,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
8/25/16,10:57,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Thu
7/13/16,14:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
6/28/16,10:12,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
6/28/16,10:15,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Tue
6/6/16,14:08,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
5/2/16,14:28,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Mon
5/2/16,14:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
5/2/16,14:31,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
3/16/16,16:10,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,16,Wed
3/16/16,16:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,16,Wed
7/13/16,11:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
7/13/16,11:27,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
7/12/16,14:32,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
7/12/16,14:33,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
2/29/16,11:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
12/2/15,10:56,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
2/29/16,11:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
3/16/16,16:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,16,Wed
6/6/16,14:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
6/6/16,14:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
6/2/16,11:36,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
6/2/16,11:36,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Thu
6/1/16,14:23,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
5/24/16,14:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/12/16,11:32,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
1/21/16,11:57,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Thu
6/2/16,11:37,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
5/24/16,14:30,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
5/24/16,14:32,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
6/6/16,14:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
6/6/16,10:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
6/6/16,10:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
2/16/16,11:01,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
1/21/16,14:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
1/21/16,14:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
12/2/15,10:57,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
12/9/15,10:37,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
4/13/16,14:30,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Wed
4/13/16,14:33,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
4/13/16,14:31,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
4/13/16,14:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
12/2/15,13:24,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Wed
11/2/15,10:49,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
11/2/15,10:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
6/6/16,14:10,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
4/13/16,14:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
4/13/16,14:33,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
4/13/16,14:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
3/10/16,11:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
1/21/16,14:04,$45.00,LOT 15 - JAQUA,PARKING ON LAWN/SIDEWALK OR,14,Thu
1/21/16,14:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
1/21/16,14:10,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
12/2/15,11:17,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
12/2/15,13:23,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Wed
5/31/16,11:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
6/1/16,14:21,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
5/31/16,11:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
5/26/16,9:03,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Thu
5/26/16,10:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
11/3/15,9:00,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
11/3/15,9:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
2/12/16,14:22,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
2/12/16,14:23,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
2/12/16,14:24,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
1/12/16,14:36,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/12/16,14:36,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/12/16,14:38,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/8/16,11:10,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
11/5/15,14:15,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Thu
4/20/16,13:28,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Wed
11/5/15,14:16,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Thu
11/5/15,14:12,$0.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Thu
2/22/16,10:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
9/30/15,11:36,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Wed
5/17/16,10:43,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Tue
5/26/16,9:07,$40.00,LOT 15 - JAQUA,NO UO PERMIT,9,Thu
5/26/16,9:08,$40.00,LOT 15 - JAQUA,NO UO PERMIT,9,Thu
1/12/16,14:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/12/16,14:40,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
2/22/16,10:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
12/9/15,14:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/26/16,10:02,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
5/26/16,10:43,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Thu
5/20/16,13:37,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Fri
5/20/16,13:39,$35.00,LOT 15 - JAQUA,NO PERMIT FOR AREA,13,Fri
5/20/16,13:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Fri
5/20/16,10:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
5/10/16,10:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
5/10/16,10:23,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
5/26/16,9:05,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Thu
5/26/16,10:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
5/26/16,10:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Thu
2/12/16,14:20,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
2/12/16,14:24,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
12/21/15,8:39,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Mon
2/10/16,10:47,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
12/3/15,8:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Thu
2/24/16,11:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
5/10/16,13:17,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
2/12/16,14:21,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Fri
1/8/16,13:02,$0.00,LOT 15 - JAQUA,BIKE IMPOUND FEE,13,Fri
11/3/15,9:06,$40.00,LOT 15 - JAQUA,NO UO PERMIT,9,Tue
1/12/16,14:37,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
2/22/16,10:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
5/11/16,14:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
5/5/16,11:09,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
5/5/16,11:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/24/16,14:24,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/24/16,14:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/18/16,14:19,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Thu
5/11/16,14:47,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
5/20/16,10:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
5/20/16,10:51,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
5/20/16,10:51,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
5/20/16,10:53,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
5/3/16,11:48,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
2/24/16,11:02,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Wed
2/24/16,11:03,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
2/10/16,10:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
2/18/16,14:20,$0.00,LOT 15 - JAQUA,ALTERING PERMIT,14,Thu
2/10/16,10:41,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Wed
2/10/16,10:45,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
10/15/15,11:11,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
5/10/16,13:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
5/10/16,13:16,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
10/13/15,9:04,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
2/12/16,14:22,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Fri
1/8/16,11:07,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
1/8/16,11:09,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
1/12/16,14:34,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
5/11/16,14:46,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/24/16,11:11,$20.00,LOT 15 - JAQUA,30 MINUTE ONLY ZONE,11,Wed
2/24/16,14:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
2/24/16,14:25,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Wed
2/24/16,14:26,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Wed
2/24/16,14:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
4/5/16,14:12,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
2/24/16,14:30,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
10/13/15,9:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
10/13/15,9:07,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Tue
3/17/16,11:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
1/19/16,11:42,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
3/1/16,14:05,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
3/17/16,11:51,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/24/16,11:05,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
2/24/16,11:08,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
2/24/16,11:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
2/24/16,11:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Wed
3/1/16,14:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
3/17/16,11:49,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Thu
4/5/16,14:11,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
1/22/16,11:14,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
1/22/16,11:15,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
1/22/16,11:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Fri
3/17/16,13:14,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Thu
2/22/16,14:38,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
3/3/16,14:59,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Thu
3/3/16,15:01,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,15,Thu
10/15/15,8:25,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Thu
10/15/15,11:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
10/15/15,11:07,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
1/19/16,11:45,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
10/16/15,8:44,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Fri
10/16/15,8:46,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Fri
2/2/16,14:25,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Tue
2/2/16,14:26,$35.00,LOT 15 - JAQUA,NO PERMIT FOR AREA,14,Tue
2/22/16,14:40,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Mon
2/22/16,14:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
3/1/16,14:01,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
4/29/16,15:04,$40.00,LOT 15 - JAQUA,NO UO PERMIT,15,Fri
2/2/16,14:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
11/24/15,11:20,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
2/2/16,14:26,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
3/17/16,13:17,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
10/20/15,10:12,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
10/20/15,10:13,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
10/20/15,10:15,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
2/2/16,14:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
10/21/15,15:04,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Wed
10/21/15,15:05,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Wed
10/21/15,15:06,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,15,Wed
11/24/15,11:21,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
10/26/15,10:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
10/26/15,10:27,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Mon
10/26/15,14:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
10/26/15,14:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
10/22/15,8:36,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Thu
12/7/15,14:03,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
3/17/16,11:51,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
10/13/15,9:10,$40.00,LOT 15 - JAQUA,NO UO PERMIT,9,Tue
2/24/16,14:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Wed
12/10/15,9:26,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Thu
12/3/15,13:50,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
10/20/15,10:10,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
2/23/16,8:37,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Tue
11/4/15,10:27,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Wed
2/23/16,8:35,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Tue
10/20/15,10:08,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
10/20/15,10:16,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Tue
11/24/15,11:22,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
1/19/16,11:44,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
10/16/15,8:49,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Fri
10/15/15,11:09,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Thu
2/2/16,14:28,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
2/22/16,14:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
11/24/15,11:17,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Tue
11/24/15,11:18,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
11/24/15,11:23,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
2/23/16,8:38,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Tue
10/26/15,14:25,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
10/26/15,14:27,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
10/23/15,12:59,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,12,Fri
11/24/15,11:23,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
2/6/17,10:59,$35.00,LOT 15 - JAQUA,NO PERMIT FOR AREA,10,Mon
11/21/16,14:38,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Mon
11/21/16,14:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
11/21/16,14:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
11/21/16,14:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
12/7/15,14:04,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
12/7/15,14:05,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
1/22/16,14:29,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
1/22/16,14:31,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Fri
12/3/15,13:44,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
12/3/15,13:46,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
12/3/15,13:40,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Thu
10/26/15,10:29,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
10/26/15,10:30,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Mon
11/15/16,11:39,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
12/15/15,13:47,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Tue
12/15/15,13:49,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Tue
12/15/15,13:51,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Tue
12/15/15,13:52,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Tue
5/17/16,14:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
4/28/16,14:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
11/21/16,14:43,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Mon
11/21/16,14:43,$0.00,LOT 15 - JAQUA,BOOT WARNING,14,Mon
11/22/16,10:44,$40.00,LOT 15 - JAQUA,NO UO PERMIT,10,Tue
11/28/16,11:15,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Mon
11/24/15,11:19,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
11/24/15,11:19,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
12/3/15,13:48,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,13,Thu
10/26/15,14:32,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Mon
1/7/15,14:23,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Wed
1/7/15,14:23,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Wed
1/7/15,14:24,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Wed
1/8/15,11:35,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Thu
1/8/15,11:36,$50.00,LOT 15 - JAQUA,BOOT FEE,11,Thu
1/8/15,14:45,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Thu
12/1/15,8:41,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Tue
12/1/15,8:42,$40.00,LOT 15 - JAQUA,NO UO PERMIT,8,Tue
1/8/15,14:44,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Thu
1/8/15,14:45,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Thu
1/14/15,14:22,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Wed
1/14/15,11:02,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Wed
4/8/16,14:37,$40.00,LOT 15 - JAQUA,NO UO PERMIT,14,Fri
5/20/16,13:35,$40.00,LOT 15 - JAQUA,NO UO PERMIT,13,Fri
5/17/16,14:33,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
5/17/16,14:34,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Tue
5/2/16,10:18,$35.00,LOT 15 - JAQUA,NO PERMIT FOR AREA,10,Mon
4/28/16,14:32,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,14,Thu
4/11/16,11:19,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Mon
4/11/16,11:21,$40.00,LOT 15 - JAQUA,NO UO PERMIT,11,Mon
4/11/16,11:24,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Mon
3/4/16,10:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,10,Fri
12/1/15,8:40,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,8,Tue
10/27/15,11:54,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,11,Tue
11/6/15,9:06,$20.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Fri
11/6/15,9:09,$0.00,LOT 15 - JAQUA,OVERTIME PAYSTATION,9,Fri
3/2/15,9:55,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,9,Mon
3/2/15,11:41,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Mon
3/2/15,13:27,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Mon
3/2/15,13:29,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Mon
3/2/15,13:27,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Mon
3/2/15,13:29,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,13,Mon
3/3/15,14:05,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Tue
3/3/15,14:06,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,14,Tue
1/23/15,11:28,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER,11,Fri
